major,degree_faculty,rank,job_id,job_title,ssoc_minor_title,ssoc_unit_title,similarity,best_module
Operations and Supply Chain Management,NUS Business School,3,8ccfd454f8bf15623896fa4bad6ec53f,OPERATION MANAGER,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,Business Services and Administration Managers Not Elsewhere Classified,0.652880847454071,DOS3704
Operations and Supply Chain Management,NUS Business School,4,4e47ad3803f2a5cc33e3f60be20e369e,Supply Chain Planner,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS","Transport, Supply, Distribution and Related Managers",0.6483398675918579,DOS4716
Operations and Supply Chain Management,NUS Business School,5,48ddee0f3a52627eac986c3dd7228327,Supply Chain Planner,MATERIAL-RECORDING AND TRANSPORT CLERKS,Stock Clerks,0.6483398675918579,DOS4716
Operations and Supply Chain Management,NUS Business School,6,9a31d7d3d16fc5fc1a93981269c6ccaf,Operation Manager,HOTEL AND FOOD AND BEVERAGES SERVICES MANAGERS,Food and Beverages Services Managers,0.647656261920929,DOS3703
Operations and Supply Chain Management,NUS Business School,7,e32388d7ca05576fe069bf1c76459d69,Logistics Manager,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS","Transport, Supply, Distribution and Related Managers",0.640917956829071,DOS3701
Operations and Supply Chain Management,NUS Business School,8,2b94476c793b4647d3e948e75e55fdf7,Programme Management Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.640332043170929,DOS3702
Operations and Supply Chain Management,NUS Business School,9,4fe5c8430065d1f6e57a914bc9973666,Supply Chain Professional,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS","Transport, Supply, Distribution and Related Managers",0.6346191167831421,DOS4761
Operations and Supply Chain Management,NUS Business School,10,ca6c7acbb33f13b1bf2fabcf3333566d,Supply Chain Professional,"MANUFACTURING, CONSTRUCTION, TRANSPORT, DISTRIBUTION AND RELATED PRODUCTION AND OPERATIONS MANAGERS","Transport, Supply, Distribution and Related Managers",0.6329590082168579,DOS4761
Real Estate,NUS Business School,1,8d5b3d9d07a0524a7d08e3f16d173d70,Legal Associate (Property / Real Estate),LEGAL PROFESSIONALS,Lawyers,0.645947277545929,RE3809
Real Estate,NUS Business School,2,ac2966e80b6490fc5b135de157dc59a9,Legal Practising Lawyer (Real Estate / 5 days / Office Hours),LEGAL PROFESSIONALS,Lawyers,0.6390136480331421,RE3809
Real Estate,NUS Business School,3,01904586e771a75471fab81dedcdc9e2,Property Lawyer (Real Estate legal | Conveyancing),LEGAL PROFESSIONALS,Lawyers,0.6312500238418579,RE3809
Real Estate,NUS Business School,4,28ab314f1813a1f6335e73f2b64b3552,Data Scientist,"MATHEMATICIANS, ACTUARIES, STATISTICIANS AND RELATED PROFESSIONALS",Statisticians and Data Scientists,0.625927746295929,RE3703
Real Estate,NUS Business School,5,80202c6c8a576f3719f1c09edfea853e,Senior Finance Analyst,ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.624267578125,RE3701
Real Estate,NUS Business School,6,db329ec6f289073955b3d5541ed7595c,Conveyancing Associate (Law / 5 days / Office Hours),LEGAL PROFESSIONALS,Lawyers,0.620068371295929,RE4811
Real Estate,NUS Business School,7,bc99e7c777ae460138c925e970b04cc7,"Senior Associate, Real Estate",FINANCE PROFESSIONALS,Financial Analysts and Related Professionals,0.618212878704071,RE3701
Real Estate,NUS Business School,8,893d21591a5539dde4223dbe3b345112,Conveyancing Lawyer,LEGAL PROFESSIONALS,Lawyers,0.61767578125,RE3809
Real Estate,NUS Business School,9,8650888df857270aa062ea1ca00632ff,Senior Conveyancing Lawyer (Central / 5 days),LEGAL PROFESSIONALS,Lawyers,0.616748034954071,RE3809
Real Estate,NUS Business School,10,9ebb4657292c2c08b8ba580c3ac211f8,Junior Conveyancing Lawyer (5 days / Office Hours),LEGAL PROFESSIONALS,Lawyers,0.616503894329071,RE3809
Computer Science,School of Computing,1,959470c30213a6fe9bd68b3f99cecb7c,"Software Engineers(Java, Many Vacancies)",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.694384753704071,CS3217
Computer Science,School of Computing,2,bd8b3627fcd6064eaec03e311b79bf3a,Junior Software Engineer (Bank) l 12-month contract,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.687939465045929,CS3203
Computer Science,School of Computing,3,be02457c6e3b11e29be4ce77e29e4341,Software Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6824706792831421,CS3217
Computer Science,School of Computing,4,393bb8f287b65e8dd7702a1e1ac1a800,Software Engineer (Contract / Banking),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.682421863079071,CS3203
Computer Science,School of Computing,5,b7cee85a7f046721d05c3d25f2ef7173,Software Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6686035394668579,CS3216
Computer Science,School of Computing,6,4c929af5e41255b50defbbd98ca43b36,Software Development Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.667724609375,CS2103T
Computer Science,School of Computing,7,6e66c14d8bf6670d91a82560db10baa5,URGENT: Software Engineer (GUI/semicon/mfg),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6651366949081421,CS3216
Computer Science,School of Computing,8,1fcd50d2ce3ac121ad5a023a8dfc87ed,URGENT: Software Engineer (GUI/semicon/mfg),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6651366949081421,CS3216
Computer Science,School of Computing,9,833dfa699dccf7859d22a84648a1ca41,Digital Experience Designer (UX/UI),"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",Graphic and Multimedia Designers and Artists,0.6624511480331421,CS3249
Computer Science,School of Computing,10,6820e6a7b80f57ce6adf0ff6ee7025b1,Software Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.661865234375,CS4239
Business Analytics,School of Computing,1,a094cfb24f3ab78cae7b1b44ec9625fd,K01 - Business Analyst,ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.662402331829071,BT4211
Business Analytics,School of Computing,2,c2f3e72a54a97dcd779769d0e1dda5ff,Quantitative Analytics Associate Discovery Programme 2026 Singapore,ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.655078113079071,BT4016
Business Analytics,School of Computing,3,a865a4eca2c7183e76b4b1c8f72712bb,R0418506 - Global Strategic Analytics-Credit Strats – Associate,"MATHEMATICIANS, ACTUARIES, STATISTICIANS AND RELATED PROFESSIONALS","Mathematicians, Operations Research Analysts and Actuaries",0.651806652545929,BT4016
Business Analytics,School of Computing,4,bdcbb0bef0edd914c2a53547675b0e21,Business and Data Analyst,ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.64990234375,BT4101
Business Analytics,School of Computing,5,282ff7b29151d3782b0001a2fc1d396b,Business and Data Analyst,ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.64990234375,BT4101
Business Analytics,School of Computing,6,bd8d69eb44246a1ae2e3b54b2c088c7e,Business and Data Analyst,ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.64990234375,BT4101
Business Analytics,School of Computing,7,e460a75578367f4780bf7722dcc6eb5d,Analyst (Talend Data Integration & Informatica BDM),ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.643115222454071,DBA4811
Business Analytics,School of Computing,8,4739d32bdfaf70d61d751aef325fd948,Trading Analyst,ADMINISTRATIVE ASSOCIATE PROFESSIONALS,Administrative and Related Associate Professionals Not Elsewhere Classified,0.6429687738418579,BT4013
Business Analytics,School of Computing,9,aadb9c981bb55353dcca1b4fdf7810eb,Business Analyst (Contract/Banking),ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.6399902105331421,DBA4811
Business Analytics,School of Computing,10,1ebe381e695b1ea1087fc57d42ac65cb,Business Analyst (Contract),ADMINISTRATION PROFESSIONALS,Management and Business Consultants,0.639941394329071,BT4103
Information Security,School of Computing,1,ec241f2db7c0e8d24c677cd029ee3ebc,ICT Security Officer (Networking & Infrastructure),INFORMATION AND COMMUNICATIONS TECHNOLOGY OPERATORS AND TECHNICIANS,Computer Technicians,0.646533191204071,CS4276
Information Security,School of Computing,2,05facca496f476abd27c4b5befe96b27,Computing and Cybersecurity Teacher,SECONDARY EDUCATION TEACHERS,Secondary Education Teachers,0.6354004144668579,IS4238
Information Security,School of Computing,3,3ba9e2c2f374ced4b5f682eaf0a02c84,Cyber Security Engineer,"DATABASE, NETWORK, INFRASTRUCTURE AND CYBERSECURITY PROFESSIONALS",Cybersecurity Professionals,0.629443347454071,CS4239
Information Security,School of Computing,4,d4fc83ad855b4ab406faa077dbeaf0d9,Security System Engineer,ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.627001941204071,CS4239
Information Security,School of Computing,5,5fad19b83f5466194c2aa36219b09525,Cybersecurity Engineer,"DATABASE, NETWORK, INFRASTRUCTURE AND CYBERSECURITY PROFESSIONALS",Cybersecurity Professionals,0.620898425579071,CS4239
Information Security,School of Computing,6,05a472b9250e547728d8e9ce56fd2f8d,Cybersecurity Trainer,ADMINISTRATION PROFESSIONALS,Training and Staff Development Professionals,0.6178222894668579,CS4238
Information Security,School of Computing,7,be72afd002c1f8e53a2968fc4eb722c2,Research Engineer (Post-Quantum Cryptography) - CCB,ADMINISTRATION PROFESSIONALS,Administration Professionals Not Elsewhere Classified,0.6153808832168579,IFS4205
Information Security,School of Computing,8,810d0a459b365f54941b8e49885849ba,Cybersecurity engineer,"DATABASE, NETWORK, INFRASTRUCTURE AND CYBERSECURITY PROFESSIONALS",Cybersecurity Professionals,0.610107421875,IS4238
Information Security,School of Computing,9,959470c30213a6fe9bd68b3f99cecb7c,"Software Engineers(Java, Many Vacancies)",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6065918207168579,CS2103T
Information Security,School of Computing,10,1fcd50d2ce3ac121ad5a023a8dfc87ed,URGENT: Software Engineer (GUI/semicon/mfg),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.6045898199081421,CS4239
Artificial Intelligence,School of Computing,1,537d8401b279c97183ca9cc1f7e0c148,Physical AI Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.643261730670929,CS4278
Artificial Intelligence,School of Computing,2,d2f9c89e0d51cda4ce033893e5ea3010,"Engineer, AI Perception Algorithm",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.641552746295929,CS4277
Artificial Intelligence,School of Computing,3,09ab0d27554698ff7d8d67b82d5c4a97,AI/ML Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.633544921875,CS2109S
Artificial Intelligence,School of Computing,4,8c378534eb6f4106602e138866f94562,Computer Vision Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.62841796875,CS4277
Artificial Intelligence,School of Computing,5,49db0a2548c658733e613ed365358685,Research Associate (Artificial Intelligence/Computer Science/Optimization/Computational Linguistics),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.622265636920929,CS4248
Artificial Intelligence,School of Computing,6,43493ebeebf89f1fad8af8b99cc22af0,"Architect, AI Computing",ENGINEERING PROFESSIONALS II (Cont’d),Electronics Engineers,0.615185558795929,CS4278
Artificial Intelligence,School of Computing,7,edaafd301ba3c3d5bb6c026d38028ac3,LLM Engineer / AI Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.614453136920929,CS2109S
Artificial Intelligence,School of Computing,8,a6e325840f85f0630183de679618ce07,"Software Engineer, Applied AI, Google DeepMind",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.612353503704071,CS3268
Artificial Intelligence,School of Computing,9,3d17188c379a0a1e35223f179370222e,Research Scientist Project Intern (Multimodal Interaction & World Model) - 2026 Start (PhD),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.608349621295929,CS4246
Artificial Intelligence,School of Computing,10,116b2213843216d8ac637fb47f9bd00c,Natural Language Processing Engineer (Thai Language Specialist) for AI Singapore (Products),"SALES, MARKETING, DEVELOPMENT AND CUSTOMER SERVICE MANAGERS",Research and Development Managers,0.607666015625,CS4248
Business Artificial Intelligence Systems,School of Computing,1,09ab0d27554698ff7d8d67b82d5c4a97,AI/ML Engineer,ENGINEERING PROFESSIONALS I,Engineering Professionals Not Elsewhere Classified,0.6722167730331421,BT3017
Business Artificial Intelligence Systems,School of Computing,2,a6e325840f85f0630183de679618ce07,"Software Engineer, Applied AI, Google DeepMind",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,"Software, Web, Multimedia and Games Developers and Designers",0.657910168170929,IS2108
Business Artificial Intelligence Systems,School of Computing,3,07cc6cf47c2161d00c3b30da23e1531e,"Executive/Senior Executive, Data & AI (AI Developer)",SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.656542956829071,IS4401
Business Artificial Intelligence Systems,School of Computing,4,537d8401b279c97183ca9cc1f7e0c148,Physical AI Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6553710699081421,IS2108
Business Artificial Intelligence Systems,School of Computing,5,9f1f46625d2c6bc87a233249fcabb102,AI/ML Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.652392566204071,IS3108
Business Artificial Intelligence Systems,School of Computing,6,bb5c79a6a91d8531ac3f2600fee1cd4d,Analyst/Associate - AI Developer/Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.648681640625,IS2108
Business Artificial Intelligence Systems,School of Computing,7,b7aa91a5581044ead6753301942c1784,AI Product Lead (Regional Role),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.647705078125,IS4108
Business Artificial Intelligence Systems,School of Computing,8,3d96f12d003d9d6733c74f6ae85b1414,AI Product Lead (Regional Role),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.647705078125,IS4108
Business Artificial Intelligence Systems,School of Computing,9,bdd8629cd938521f048f001bfca0dfb8,Project Manager (Software /  AI Projects),BUSINESS SERVICES AND ADMINISTRATION MANAGERS,Business Services and Administration Managers Not Elsewhere Classified,0.64599609375,IS4108
Business Artificial Intelligence Systems,School of Computing,10,edaafd301ba3c3d5bb6c026d38028ac3,LLM Engineer / AI Engineer,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Software and Applications Developers and Analysts Not Elsewhere Classified,0.6454101800918579,IS2108
Nursing,Yong Loo Lin School of Medicine,1,0cfadfe6ab7b59921ebe0e66efea5742,Staff Nurse/Senior Staff Nurse - National University Polyclinic,NURSING PROFESSIONALS,Nursing Professionals,0.6101887822151184,NUR4102C
Nursing,Yong Loo Lin School of Medicine,2,2cfff11abfc8e141f53eaa9b9c7399bf,Senior / Physiotherapist*(258) - National University Polyclinics,OTHER HEALTH PROFESSIONALS,Physiotherapists,0.6026475429534912,NUR4104C
Nursing,Yong Loo Lin School of Medicine,3,86c7fc6e887bd15271e2c4bba1e2928d,Physiotherapist (NUHS@Home)(7391),OTHER HEALTH PROFESSIONALS,Physiotherapists,0.6016167402267456,MD1903
Nursing,Yong Loo Lin School of Medicine,4,7f07717265777a33ebec4c697e70c924,Assistant Nurse Clinician,NURSING PROFESSIONALS,Nursing Professionals,0.6014540195465088,NUR4102C
Nursing,Yong Loo Lin School of Medicine,5,5c30bc49a1ab2b9d6a57a30efda0b014,Staff Nurse I (NUHS@Home)*(5673),NURSING PROFESSIONALS,Nursing Professionals,0.5874565839767456,NUR4102C
Nursing,Yong Loo Lin School of Medicine,6,6866619c57b04174c13419221b016aff,Senior Executive/Assistant Manager (Study Monitor),ADMINISTRATION PROFESSIONALS,Intellectual Property Professionals,0.5857204794883728,NUR4104C
Nursing,Yong Loo Lin School of Medicine,7,bab02c7d37b649c975199e1902b647ef,"Senior/Executive (Clinical Operations, public healthcare) #HCL",ADMINISTRATION PROFESSIONALS,Intellectual Property Professionals,0.5839301347732544,NUR4104C
Nursing,Yong Loo Lin School of Medicine,8,41903e17781e42a7616e98f7f7afb73c,IT System Programmer (Healthcare),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Systems Analysts,0.5836045742034912,NUR4101C
Nursing,Yong Loo Lin School of Medicine,9,9de33a52013225e9bf1f66590ab38986,IT System Programmer (Healthcare),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Applications and Systems Programmers,0.5836045742034912,NUR4101C
Nursing,Yong Loo Lin School of Medicine,10,911dfee97dd6d4fa42912f8049d9f549,IT Programmer Analyst (Healthcare),SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS,Applications and Systems Programmers,0.5827907919883728,BMI1101
